Description,ANGLE OF ATTACK - ALPHA (AOA),ANGLE OF SIDESLIP - BETHA (SDSLIP),1P STICK ROLL POSITION (POSAILECMD),LH AILERON DEFLECTION (POSAILLH),RH AILERON DEFLECTION (POSAILRH),ELEVATOR DEFLECTION (POSELEV),1P STICK PITCH POSITION (POSELEVCMD),RUDDER DEFLECTION (POSRUDD),1P PEDAL POSITION (POSRUDDCMD),LH FLAP DEFLECTION (FLAPLH),RH FLAP DEFLECTION (FLAPRH),ELEVATOR LONGITUDINAL FORCE STRAIN GAGE,AILERON LATERAL FORCE STRAIN GAGE,PITCH TRIM,ROLL TRIM,RUDDER TRIM
EU,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,kg,kg,deg,deg,deg
198:10:25:38.800,8.422402382,-0.693027198,-0.090225562,-1.767901182,0.293121338,-1.808080792,1.68599999,-3.099601507,0.9453125,-0.074942574,-0.036490358,1.803581834,0.518617034,-0.647353113,-12.08544731,6.79062748
198:10:25:38.900,8.430953026,-0.380527198,-0.063157894,-1.752380967,0.286208093,-1.839826822,1.815999985,-3.127490044,0.947916687,-0.074942574,-0.035086881,1.776427865,0.504787207,-0.648227274,-12.08937359,6.775641441
198:10:25:39.000,8.463018417,-0.416666657,-0.031578947,-1.753791928,0.258555144,-1.85281384,1.756000042,-3.109561682,0.950520813,-0.073554747,-0.035086881,1.751742482,0.486347526,-0.649538636,-12.08741093,6.787630081
198:10:25:39.100,8.433091164,-0.331632644,-0.009022556,-1.700176358,0.225371584,-1.842712879,1.700000048,-3.115537882,0.954427063,-0.074942574,-0.035086881,1.739399791,0.428723395,-0.647353113,-12.08741093,6.78912878
198:10:25:39.200,8.507909775,-0.346513599,-0.009022556,-1.666313887,0.201866567,-1.783549786,1.672000051,-3.113545895,0.954427063,-0.074942574,-0.035086881,1.685091972,0.421808511,-0.647790194,-12.08937359,6.777140141
198:10:25:39.300,8.492945671,-0.297619045,-0.004511278,-1.702998281,0.21154511,-1.799422741,1.748000026,-3.133466244,0.958333313,-0.074942574,-0.035086881,1.625847101,0.320390075,-0.649538636,-12.0913372,6.778638363
198:10:25:39.400,8.537837029,-0.269982994,0,-1.711463809,0.254407197,-1.750360727,1.639999986,-3.129482031,0.959635437,-0.074942574,-0.035086881,1.576476336,0.315780133,-0.647790194,-12.08741093,6.787630081
198:10:25:39.500,8.469430923,-0.28061223,0,-1.756613731,0.270998955,-1.751803756,1.644000053,-3.137450218,0.963541687,-0.074942574,-0.035086881,1.438238144,0.200531915,-0.648227274,-12.08741093,6.78912878
198:10:25:39.600,8.574176788,-0.11054422,0,-1.773545027,0.265468359,-1.767676711,1.674000025,-3.125498056,0.96484375,-0.074942574,-0.035086881,1.393804431,0.129078016,-0.650412798,-12.08741093,6.774142742
198:10:25:39.700,8.488670349,-0.125425175,-0.013533834,-1.774955869,0.283442795,-1.847041845,1.787999988,-3.121513844,0.963541687,-0.074942574,-0.035086881,1.657938004,0.172872335,-0.648664415,-12.08741093,6.786131382
198:10:25:39.800,8.56348896,-0.029761905,-0.027067669,-1.772134066,0.286208093,-1.803751826,1.692000031,-3.137450218,0.96484375,-0.074942574,-0.035086881,1.59375608,0.25585106,-0.649101496,-12.08937359,6.786131382
198:10:25:39.900,8.601966858,0,-0.022556391,-1.767901182,0.297269285,-1.808080792,1.79400003,-3.125498056,0.967447937,-0.074942574,-0.035086881,1.648063898,0.235106379,-0.650412798,-12.0913372,6.78313446
198:10:25:40.000,8.719538689,0,-0.036090225,-1.759435654,0.287590742,-1.897546887,1.733999968,-3.121513844,0.96875,-0.074942574,-0.035086881,1.798644781,0.207446814,-0.649538636,-12.08937359,6.787630081
198:10:25:40.100,8.383924484,0,-0.045112781,-1.750970006,0.288973391,-1.910533905,1.835999966,-3.109561682,0.970052063,-0.074942574,-0.035086881,1.882575035,0.276595742,-0.648664415,-12.08937359,6.774142742
198:10:25:40.200,8.64258194,0,-0.045112781,-1.76649034,0.282060146,-1.913419962,1.777999997,-3.129482031,0.966145813,-0.074942574,-0.035086881,1.840609908,0.295035452,-0.64516753,-12.10115242,6.798120499
198:10:25:40.300,8.738777161,0,-0.045112781,-1.758024693,0.282060146,-1.874458909,1.75999999,-3.147410393,0.970052063,-0.074942574,-0.035086881,1.810987473,0.29273051,-0.648227274,-12.08937359,6.793624401
198:10:25:40.400,8.933304787,0,-0.045112781,-1.767901182,0.270998955,-1.90476191,1.81400001,-3.153386354,0.96875,-0.074942574,-0.035086881,1.850484014,0.320390075,-0.649101496,-12.09329987,6.775641441
198:10:25:40.500,8.967507362,0,-0.027067669,-1.702998281,0.229519531,-1.893217921,1.784000039,-3.153386354,0.970052063,-0.074942574,-0.035086881,1.855421066,0.387234032,-0.649538636,-12.0913372,6.786131382
198:10:25:40.600,8.956819534,0,0,-1.687477946,0.23781541,-1.900432944,1.842000008,-3.161354542,0.970052063,-0.074942574,-0.035086881,1.823330164,0.40106383,-0.649975717,-12.0913372,6.787630081
198:10:25:40.700,8.9696455,0,0,-1.710052967,0.23781541,-1.893217921,1.741999984,-3.153386354,0.97265625,-0.074942574,-0.035086881,1.773959398,0.318085104,-0.649101496,-12.0913372,6.772644043
198:10:25:40.800,8.941855431,0,0,-1.725573182,0.241963357,-1.932178974,1.751999974,-3.153386354,0.97265625,-0.074942574,-0.035086881,1.796176195,0.343439728,-0.651287019,-12.08937359,6.78463316
198:10:25:40.900,8.839247704,0,0,-1.718518496,0.223988935,-1.911976933,1.807999969,-3.15537858,0.97265625,-0.074942574,-0.035086881,1.76655376,0.414893627,-0.649975717,-12.0913372,6.786131382
198:10:25:41.000,8.646857262,0,0.055932205,-1.660670161,0.192188039,-1.865800858,1.741999984,-3.153386354,0.97265625,-0.074942574,-0.035086881,1.714714408,0.440248221,-0.649538636,-12.09329987,6.786131382
198:10:25:41.100,8.954681396,0,0.055932205,-1.647971749,0.172830969,-1.875901818,1.769999981,-3.145418406,0.97265625,-0.074942574,-0.035086881,1.670280695,0.371099293,-0.650412798,-12.0913372,6.78463316
198:10:25:41.200,8.807182312,0.004389815,0.061016951,-1.643738985,0.160387143,-1.851370811,1.799999952,-3.147410393,0.97265625,-0.074942574,-0.035086881,1.756679535,0.299645394,-0.647790194,-12.09722614,6.778638363
198:10:25:41.300,8.537837029,0,0.061016951,-1.660670161,0.170065671,-1.854256868,1.768000007,-3.173306704,0.96875,-0.074942574,-0.035086881,1.724588633,0.322695047,-0.649101496,-12.09526253,6.787630081
198:10:25:41.400,8.544249535,0,0.061016951,-1.615520239,0.141030073,-1.883116841,1.761999965,-3.167330742,0.97265625,-0.074942574,-0.035086881,1.690029025,0.350354612,-0.649101496,-12.0913372,6.786131382
198:10:25:41.500,8.473706245,0,0.061016951,-1.60705471,0.142412722,-1.793650746,1.682000041,-3.163346529,0.973958313,-0.074942574,-0.035086881,1.729525685,0.359574467,-0.649101496,-12.09329987,6.786131382
198:10:25:41.600,8.522872925,-0.036139455,0.061016951,-1.645149946,0.159004495,-1.760461807,1.710000038,-3.171314716,0.97265625,-0.074942574,-0.035086881,1.638189793,0.322695047,-0.648664415,-12.09329987,6.78463316
198:10:25:41.700,8.580590248,0,0.061016951,-1.647971749,0.170065671,-1.815295815,1.764000058,-3.161354542,0.975260437,-0.074942574,-0.035086881,1.672749281,0.341134757,-0.649538636,-12.08937359,6.774142742
198:10:25:41.800,8.409576416,-0.153061226,0.066101693,-1.626807809,0.157621846,-1.782106757,1.684000015,-3.147410393,0.9765625,-0.074942574,-0.035086881,1.608567238,0.352659583,-0.646915972,-12.0913372,6.777140141
198:10:25:41.900,8.063275337,0,0.071186438,-1.64938271,0.168683022,-1.748917699,1.644000053,-3.139442205,0.977864563,-0.074942574,-0.035086881,1.633252621,0.371099293,-0.648227274,-12.0913372,6.787630081
198:10:25:42.000,7.952116489,0,0.071186438,-1.662081122,0.179744214,-1.728715777,1.694000006,-3.151394367,0.975260437,-0.074942574,-0.035086881,1.601161718,0.359574467,-0.650412798,-12.09329987,6.786131382
198:10:25:42.100,7.843095303,0,0.071186438,-1.669135809,0.179744214,-1.761904716,1.756000042,-3.139442205,0.977864563,-0.074942574,-0.035086881,1.583881855,0.329609931,-0.647790194,-12.09329987,6.78912878
198:10:25:42.200,7.823856354,-0.174319729,0.071186438,-1.605643749,0.160387143,-1.753246784,1.648000002,-3.137450218,0.983072937,-0.074942574,-0.035086881,1.672749281,0.389539003,-0.649538636,-12.0913372,6.775641441
198:10:25:42.300,8.093202591,-0.065901361,0.076271184,-1.618342161,0.178361565,-1.738816738,1.751999974,-3.15537858,0.983072937,-0.074942574,-0.035086881,1.640658259,0.414893627,-0.648664415,-12.0913372,6.787630081
198:10:25:42.400,8.116716385,-0.533588409,0.081355929,-1.611287475,0.168683022,-1.796536803,1.738000035,-3.127490044,0.985677063,-0.074942574,-0.035086881,1.648063898,0.414893627,-0.648664415,-12.09329987,6.786131382
198:10:25:42.500,8.54211235,-0.338010192,0.091525421,-1.626807809,0.165917739,-1.795093775,1.771999955,-3.161354542,0.98046875,-0.074942574,-0.035086881,1.657938004,0.454078019,-0.649538636,-12.09329987,6.786131382
198:10:25:42.600,8.608379364,-0.089285716,0.106779657,-1.633862376,0.141030073,-1.819624782,1.657999992,-3.147410393,0.983072937,-0.074942574,-0.035086881,1.729525685,0.532446802,-0.649538636,-12.0913372,6.78463316
198:10:25:42.700,8.666096687,-0.142431974,0.137288138,-1.646560788,0.161769792,-1.783549786,1.692000031,-3.145418406,0.983072937,-0.074942574,-0.035086881,1.707308769,0.525531888,-0.648664415,-12.0913372,6.786131382
198:10:25:42.800,8.345446587,0,0.17288135,-1.633862376,0.111994468,-1.776334763,1.661999941,-3.163346529,0.981770813,-0.074942574,-0.035086881,1.596224546,0.590070903,-0.649101496,-12.09329987,6.78463316
198:10:25:42.900,8.144506454,-0.061649662,0.27966103,-1.591534376,0.084341511,-1.799422741,1.631999969,-3.151394367,0.983072937,-0.074942574,-0.035086881,1.448112249,0.622340441,-0.649975717,-12.09329987,6.786131382
198:10:25:43.000,8.159469604,0,0.335593224,-1.525220513,0.077428274,-1.735930681,1.712000012,-3.14342618,0.984375,-0.074942574,-0.035086881,1.467860579,0.603900731,-0.649101496,-12.0913372,6.78463316
198:10:25:43.100,7.913638115,-0.048894558,0.325423717,-1.519576669,0.040096786,-1.711399674,1.616000056,-3.179282904,0.990885437,-0.074942574,-0.035086881,1.581413388,0.431028366,-0.649538636,-12.09329987,6.786131382
198:10:25:43.200,7.90294981,0,0.310169488,-1.491358042,0.023505012,-1.793650746,1.753999949,-3.173306704,0.98828125,-0.074942574,-0.035086881,1.633252621,0.45638299,-0.649538636,-12.0913372,6.772644043
198:10:25:43.300,7.943565845,0,0.310169488,-1.475837708,0.041479435,-1.784992814,1.679999948,-3.167330742,0.98828125,-0.074942574,-0.035086881,1.670280695,0.497872353,-0.648664415,-12.09329987,6.78463316
198:10:25:43.400,8.17870903,0,0.310169488,-1.463139296,0.017974421,-1.779220819,1.646000028,-3.163346529,0.98828125,-0.074942574,-0.035086881,1.643126845,0.516312063,-0.650412798,-12.0913372,6.78463316
198:10:25:43.500,7.95425415,0,0.315254241,-1.434920669,0,-1.784992814,1.654000044,-3.171314716,0.989583313,-0.074942574,-0.035086881,1.650532484,0.571631193,-0.649538636,-12.09329987,6.786131382
198:10:25:43.600,7.911500454,0,0.371186435,-1.406701922,0,-1.759018779,1.713999987,-3.187251091,0.989583313,-0.074942574,-0.035086881,1.556728005,0.65691489,-0.64560467,-12.0991888,6.796621799
198:10:25:43.700,7.894399166,0,0.518644094,-1.331922412,-0.069810621,-1.696969748,1.595999956,-3.167330742,0.993489563,-0.074942574,-0.035086881,1.396273017,0.756028354,-0.649101496,-12.09329987,6.775641441
198:10:25:43.800,7.990594387,0,0.620338976,-1.268430352,-0.132194579,-1.698412657,1.644000053,-3.19521904,0.990885437,-0.074942574,-0.035086881,1.398741484,0.742198586,-0.647790194,-12.09329987,6.78463316
198:10:25:43.900,8.024796486,0,0.686440706,-1.221869469,-0.152989239,-1.692640662,1.657999992,-3.187251091,0.99609375,-0.074942574,-0.035086881,1.371587634,0.818262398,-0.649538636,-12.08937359,6.78463316
198:10:25:44.000,8.135955811,-0.082908161,0.971186459,-1.083597898,-0.289639801,-1.62049067,1.534000039,-3.171314716,1,-0.074942574,-0.035086881,1.156315804,1.064893603,-0.649538636,-12.09329987,6.786131382
198:10:25:44.100,8.022659302,0,1.174576283,-0.895943582,-0.518381,-1.619047642,1.56400001,-3.171314716,1.001302123,-0.074942574,-0.035086881,1.192806959,1.145567417,-0.649101496,-12.09329987,6.786131382
198:10:25:44.200,8.146643639,0,1.388135552,-0.778835952,-0.678796887,-1.633477688,1.54400003,-3.173306704,0.998697937,-0.074942574,-0.035086881,1.258947372,1.230851054,-0.648664415,-12.09329987,6.772644043
198:10:25:44.300,7.960667133,-0.027636055,1.6474576,-0.492416233,-0.923876703,-1.643578649,1.611999989,-3.177290916,0.998697937,-0.073554747,-0.035086881,1.344433665,1.411309481,-0.649975717,-12.0913372,6.78463316
198:10:25:44.400,7.890123844,0,1.967796564,-0.174955904,-1.200148582,-1.604617596,1.506000042,-3.171314716,0.994791687,-0.073554747,-0.035086881,1.265789509,1.702232122,-0.648227274,-12.09329987,6.786131382
198:10:25:44.500,7.61222744,0,2.262711763,0.167627841,-1.442257762,-1.531024575,1.432000041,-3.14342618,0.985677063,-0.073554747,-0.035086881,1.094736814,1.752827406,-0.649975717,-12.0913372,6.787630081
198:10:25:44.600,7.563061237,0,2.537288189,0.372164547,-1.638321519,-1.522366524,1.488000035,-3.14940238,0.981770813,-0.073554747,-0.035086881,0.946491241,1.998214245,-0.650412798,-12.0913372,6.78912878
198:10:25:44.700,7.488242626,0,2.644067764,0.485966951,-1.757148147,-1.450216413,1.338000059,-3.109561682,0.970052063,-0.073554747,-0.035086881,0.923684239,1.80342257,-0.649538636,-12.0913372,6.786131382
198:10:25:44.800,7.533133984,0,2.730508566,0.538254499,-1.844782829,-1.445887446,1.457999945,-3.109561682,0.96875,-0.073554747,-0.035086881,0.857543886,1.843898773,-0.650849938,-12.08937359,6.772644043
198:10:25:44.900,7.411286831,0,2.75084734,0.545943856,-1.858150721,-1.405483365,1.307999969,-3.121513844,0.966145813,-0.073554747,-0.035086881,0.67508769,1.773065448,-0.650849938,-12.09329987,6.786131382
198:10:25:45.000,7.231722832,0,2.75084734,0.542868137,-1.859636068,-1.414141417,1.407999992,-3.113545895,0.96484375,-0.073554747,-0.035086881,0.74807018,1.601041675,-0.649101496,-12.09329987,6.792126179
198:10:25:45.100,7.050021172,0,2.735593319,0.573625505,-1.875974774,-1.435786486,1.353999972,-3.127490044,0.962239563,-0.073554747,-0.035086881,0.827894747,1.547916651,-0.650849938,-12.0913372,6.774142742
198:10:25:45.200,6.985891342,0.015364354,2.649152517,0.541330278,-1.852209449,-1.406926394,1.373999953,-3.09760952,0.966145813,-0.073554747,-0.035086881,0.925964892,1.469494104,-0.650412798,-12.0913372,6.772644043
198:10:25:45.300,6.834116936,0,2.638983011,0.522875845,-1.831414819,-1.450216413,1.450000048,-3.101593733,0.962239563,-0.073554747,-0.036490358,0.773157895,1.421428561,-0.651287019,-12.08937359,6.78463316
198:10:25:45.400,6.720820904,0.430201918,2.562711954,0.473663986,-1.785369515,-1.451659441,1.463999987,-3.093625546,0.96484375,-0.073554747,-0.036490358,0.700175464,1.214716315,-0.650412798,-12.0913372,6.786131382
198:10:25:45.500,6.671654701,0.546532035,2.298305035,0.356785864,-1.669513583,-1.444444418,1.457999945,-3.091633558,0.96484375,-0.073554747,-0.037893832,0.823333323,0.984219849,-0.649975717,-12.0913372,6.787630081
198:10:25:45.600,6.714407921,0.768217742,2.033898354,0.010765091,-1.442257762,-1.484848499,1.508000016,-3.113545895,0.962239563,-0.073554747,-0.036490358,0.859824538,0.799822688,-0.650849938,-12.0913372,6.780137062
198:10:25:45.700,6.699444294,0.917471468,1.876271129,-0.182010576,-1.278871179,-1.506493449,1.406000018,-3.113545895,0.962239563,-0.073554747,-0.037893832,0.887192965,0.737588644,-0.650849938,-12.0913372,6.774142742
198:10:25:45.800,6.866182327,0.978928864,1.759322047,-0.376719564,-1.145191193,-1.432900429,1.378000021,-3.101593733,0.96484375,-0.073554747,-0.037893832,0.795964897,0.626950383,-0.650412798,-12.09329987,6.786131382
198:10:25:45.900,6.849081039,0.950395107,1.611864448,-0.47830689,-1.054585934,-1.489177465,1.526000023,-3.095617533,0.966145813,-0.073554747,-0.037893832,0.818771958,0.518617034,-0.65172416,-12.08741093,6.778638363
198:10:25:46.000,6.951688766,0.961369634,1.505084753,-0.62786597,-0.898626089,-1.513708472,1.40199995,-3.087649345,0.966145813,-0.073554747,-0.037893832,0.837017536,0.555496454,-0.649975717,-12.09329987,6.786131382
198:10:25:46.100,6.755023479,1.062335372,1.347457647,-0.69135803,-0.803564787,-1.554112554,1.546000004,-3.079681158,0.962239563,-0.073554747,-0.037893832,1.071929812,0.520922005,-0.650849938,-12.0913372,6.786131382
198:10:25:46.200,6.633176804,1.011852503,1.261016965,-0.730864227,-0.757519484,-1.594516635,1.626000047,-3.037848711,0.942708313,-0.073554747,-0.037893832,1.293157935,0.553191483,-0.649101496,-12.09329987,6.772644043
198:10:25:46.300,6.994441986,0.996488154,1.042372823,-0.768959463,-0.730783522,-1.731601715,1.730000019,-3.049800873,0.940104187,-0.073554747,-0.037893832,1.707308769,0.368794322,-0.649101496,-12.0913372,6.78463316
198:10:25:46.400,6.763574123,0.845039487,0.650847435,-0.815520287,-0.643148899,-1.85281384,1.79400003,-3.071713209,0.927083313,-0.073554747,-0.037893832,2.119554758,0.329609931,-0.647790194,-12.0913372,6.78463316
198:10:25:46.500,6.951688766,0.97234416,0.503389835,-0.877601385,-0.565911651,-2.064934969,2.002000093,-3,0.893229187,-0.073554747,-0.037893832,2.455276012,0.410283685,-0.648227274,-12.0913372,6.786131382
198:10:25:46.600,7.191107273,0.772607565,0.457627118,-0.898765445,-0.533234298,-2.112554073,2,-2.996016026,0.877604187,-0.073554747,-0.036490358,2.420716286,0.359574467,-0.649101496,-12.0913372,6.772644043
198:10:25:46.700,7.432663441,0.871378422,0.538983047,-0.918518543,-0.512439668,-1.982684016,1.787999988,-2.952191353,0.864583313,-0.073554747,-0.035086881,1.927008748,0.375709206,-0.649101496,-12.0913372,6.78463316
198:10:25:46.800,7.866609573,0.759438097,0.945762694,-0.994709015,-0.488674343,-1.658008695,1.521999955,-2.932271004,0.8515625,-0.073554747,-0.035086881,0.807368398,0.329609931,-0.651287019,-12.09329987,6.78463316
198:10:25:46.900,7.72766161,0.601404727,1.250847459,-1.075132251,-0.448570371,-1.350649357,1.228000045,-2.936254978,0.848958313,-0.073554747,-0.035086881,0.052456141,0.410283685,-0.649975717,-12.0913372,6.786131382
198:10:25:47.000,8.46088028,0.20851624,1.377966046,-1.121693134,-0.40103972,-1.121212125,1.148000002,-2.934262991,0.854166687,-0.073554747,-0.035086881,-0.127592593,0.553191483,-0.649538636,-12.09329987,6.772644043
198:10:25:47.100,8.005558014,0.32923618,1.388135552,-1.145678997,-0.375789076,-1.239538193,1.203999996,-2.940238953,0.865885437,-0.073554747,-0.035086881,0.111754388,0.610815585,-0.650412798,-12.0913372,6.771145344
198:10:25:47.200,8.321932793,0.34679544,1.43389833,-1.137213349,-0.374303758,-1.077922106,0.994000018,-2.966135502,0.8671875,-0.073554747,-0.035086881,-0.021666666,0.668439746,-0.650849938,-12.09329987,6.78463316
198:10:25:47.300,7.832406998,0,1.454237342,-1.134391546,-0.357965082,-1.161616206,0.977999985,-2.984063864,0.872395813,-0.073554747,-0.035086881,-0.296111107,0.481737584,-0.649538636,-12.09329987,6.78463316
198:10:25:47.400,7.454040051,0.015364354,1.535593271,-1.183774233,-0.349053115,-0.930735946,0.773999989,-2.990039825,0.885416687,-0.073554747,-0.035086881,-0.637962937,0.560106397,-0.651287019,-12.0913372,6.786131382
198:10:25:47.500,7.126977444,0,1.581355929,-1.193650842,-0.316375792,-0.826839805,0.615999997,-2.984063864,0.889322937,-0.074942574,-0.036490358,-0.871481478,0.49326241,-0.650412798,-12.09329987,6.775641441
198:10:25:47.600,6.55194521,0,1.555932164,-1.278306842,-0.233197182,-0.510822535,0.363999993,-2.992031813,0.885416687,-0.074942574,-0.036490358,-1.066481471,0.433333337,-0.649101496,-12.09329987,6.78463316
198:10:25:47.700,6.389482498,0,1.484745741,-1.327689648,-0.158930555,-0.461760461,0.5,-2.968127489,0.895833313,-0.074942574,-0.037893832,-1.143518567,0.364184409,-0.650412798,-12.0913372,6.787630081
198:10:25:47.800,6.408721447,0,1.5,-1.327689648,-0.141106576,-0.541125536,0.389999986,-2.966135502,0.89453125,-0.074942574,-0.037893832,-1.102592587,0.502482295,-0.649101496,-12.0913372,6.775641441
198:10:25:47.900,6.032492638,0,1.505084753,-1.362962961,-0.114370592,-0.47330448,0.326000005,-2.956175327,0.895833313,-0.074942574,-0.037893832,-1.220555544,0.507092178,-0.649975717,-12.0913372,6.787630081
198:10:25:48.000,5.737494469,0,1.505084753,-1.395414472,-0.090605274,-0.480519474,0.462000012,-2.952191353,0.897135437,-0.074942574,-0.039297309,-1.153148174,0.573936164,-0.651287019,-12.08937359,6.774142742
198:10:25:48.100,5.607097149,0,1.505084753,-1.371428609,-0.080207944,-0.474747479,0.477999985,-2.94820714,0.897135437,-0.074942574,-0.039297309,-1.102592587,0.624645412,-0.651287019,-12.08741093,6.78463316
198:10:25:48.200,5.431808472,0,1.520339012,-1.384127021,-0.089119941,-0.484848499,0.31400001,-2.95418334,0.893229187,-0.074942574,-0.039297309,-1.307672977,0.652304947,-0.649975717,-12.08937359,6.78463316
198:10:25:48.300,5.038477898,0,1.591525435,-1.341798902,-0.084663942,-0.369408369,0.192000002,-2.942231178,0.893229187,-0.074942574,-0.039297309,-1.537863612,0.714538991,-0.650412798,-12.0913372,6.787630081
198:10:25:48.400,5,0.15583846,1.622033954,-1.353086472,-0.105458595,-0.383838385,0.286000013,-2.922310829,0.89453125,-0.074942574,-0.039297309,-1.479037166,0.707624137,-0.650849938,-12.0913372,6.774142742
198:10:25:48.500,5,0,1.69830513,-1.303703666,-0.120311923,-0.343434334,0.159999996,-2.934262991,0.891927063,-0.074942574,-0.039297309,-1.675977945,0.7491135,-0.651287019,-12.0913372,6.774142742
198:10:25:48.600,4.980820656,0.125109747,1.779661059,-1.25573194,-0.12773858,-0.225108221,0.048,-2.934262991,0.890625,-0.074942574,-0.040700782,-1.921514511,0.73067373,-0.652598321,-12.08937359,6.78463316
198:10:25:48.700,4.975067139,0.221685693,1.774576306,-1.248677254,-0.155959889,-0.281385273,0.211999997,-2.910358667,0.893229187,-0.074942574,-0.040700782,-1.752708077,0.776773036,-0.651287019,-12.08937359,6.786131382
198:10:25:48.800,5,0.201931521,1.815254211,-1.237389803,-0.188637212,-0.281385273,0.151999995,-2.904382467,0.893229187,-0.074942574,-0.040700782,-1.734804392,0.855141819,-0.649101496,-12.0913372,6.78912878
198:10:25:48.900,5,0.621158898,1.810169458,-1.175308585,-0.209431857,-0.362193376,0.272000015,-2.914342642,0.893229187,-0.074942574,-0.040700782,-1.560882688,0.8758865,-0.652161241,-12.08937359,6.787630081
198:10:25:49.000,4.980820656,0.586040378,1.886440635,-1.065255761,-0.325287789,-0.375180364,0.25999999,-2.920318842,0.884114563,-0.074942574,-0.040700782,-1.509729147,0.915070951,-0.650849938,-12.08937359,6.772644043
198:10:25:49.100,4.635596275,0.305092186,1.957627177,-1.046913624,-0.383215755,-0.372294366,0.222000003,-2.912350655,0.884114563,-0.074942574,-0.040700782,-1.484152436,0.9496454,-0.649538636,-12.08937359,6.786131382
198:10:25:49.200,4.881089211,0.807726085,1.962711811,-1.032804251,-0.374303758,-0.36796537,0.298000008,-2.892430305,0.884114563,-0.074942574,-0.042104259,-1.512286901,0.926595747,-0.650412798,-12.08937359,6.786131382
198:10:25:49.300,4.393939495,0.564091325,1.967796564,-0.991887152,-0.412922382,-0.363636374,0.175999999,-2.900398493,0.876302063,-0.074942574,-0.042104259,-1.499498487,0.917375863,-0.653035462,-12.08937359,6.786131382
198:10:25:49.400,4.355581284,0.38191396,1.97796607,-1.00035274,-0.418863714,-0.352092355,0.134000003,-2.920318842,0.880208313,-0.074942574,-0.042104259,-1.629939795,0.834397137,-0.65172416,-12.0913372,6.771145344
198:10:25:49.500,4.242424011,0,1.983050823,-1.048324466,-0.38024509,-0.27417028,0.122000001,-2.908366442,0.895833313,-0.076330401,-0.042104259,-1.924072266,0.781382978,-0.650412798,-12.08937359,6.786131382
198:10:25:49.600,3.987341881,0,1.962711811,-1.062433839,-0.329743773,-0.23665224,0.178000003,-2.986055851,0.921875,-0.076330401,-0.043507732,-1.783400178,0.723758876,-0.649975717,-12.0913372,6.777140141
198:10:25:49.700,3.559647083,0,1.957627177,-1.093474388,-0.316375792,-0.191919193,0.029999999,-2.988047838,0.923177063,-0.076330401,-0.043507732,-2.005917788,0.735283673,-0.649975717,-12.08937359,6.78463316
198:10:25:49.800,3.410049915,0,1.815254211,-1.142857194,-0.239138514,-0.158730164,0.108000003,-2.996016026,0.928385437,-0.076330401,-0.043507732,-1.770611882,0.626950383,-0.649975717,-12.0913372,6.787630081
198:10:25:49.900,3.532796383,0,1.708474517,-1.206349254,-0.184181213,-0.220779225,0.202000007,-2.992031813,0.93359375,-0.076330401,-0.043507732,-1.604363084,0.633865237,-0.646915972,-12.0913372,6.777140141
198:10:25:50.000,3.578826189,-0.140306115,1.372881413,-1.381305099,0,-0.44155845,0.425999999,-3.019920349,0.940104187,-0.076330401,-0.044911209,-1.054444432,0.451773047,-0.646915972,-12.08937359,6.78463316
198:10:25:50.100,3.651706934,-0.252976179,1.210169435,-1.530864239,0.131351545,-0.372294366,0.239999995,-3.0059762,0.946614563,-0.076330401,-0.044911209,-1.186851859,0.373404264,-0.646478891,-12.08937359,6.786131382
198:10:25:50.200,3.916378975,-0.633503377,0.996610165,-1.626807809,0.207397163,-0.56854254,0.579999983,-3.017928362,0.947916687,-0.076330401,-0.043507732,-0.625925899,0.352659583,-0.647353113,-12.08937359,6.771145344
198:10:25:50.300,4.100498676,-0.561224461,0.971186459,-1.664903045,0.199101284,-0.656565666,0.460000008,-3.015936136,0.950520813,-0.076330401,-0.042104259,-0.592222214,0.375709206,-0.647353113,-12.08937359,6.786131382
198:10:25:50.400,4.395857334,-0.597363949,0.920338988,-1.705820084,0.269616306,-0.597402573,0.527999997,-3.009960175,0.951822937,-0.076330401,-0.042104259,-0.609074056,0.336524814,-0.647353113,-12.0913372,6.786131382
198:10:25:50.500,4.63943243,-0.607993186,0.844067812,-1.763668418,0.283442795,-0.67388165,0.617999971,-3.041832685,0.950520813,-0.076330401,-0.040700782,-0.469444454,0.407978714,-0.647353113,-12.0913372,6.786131382
198:10:25:50.600,4.754507065,-0.746173441,0.844067812,-1.758024693,0.302799851,-0.689754665,0.65200001,-3.037848711,0.951822937,-0.076330401,-0.040700782,-0.358703703,0.504787207,-0.646915972,-12.0913372,6.78463316
198:10:25:50.700,5,-0.75042516,0.828813553,-1.735449791,0.287590742,-0.793650806,0.726000011,-3.035856485,0.953125,-0.076330401,-0.040700782,-0.21907407,0.472517729,-0.646478891,-12.0913372,6.781635761
198:10:25:50.800,5,-0.799319744,0.813559294,-1.739682555,0.283442795,-0.803751826,0.748000026,-3.037848711,0.955729187,-0.076330401,-0.039297309,-0.093888886,0.435638309,-0.646915972,-12.0913372,6.787630081
198:10:25:50.900,5,-0.763180256,0.6762712,-1.735449791,0.284825444,-0.835497856,0.829999983,-3.04581666,0.9609375,-0.076330401,-0.039297309,0.118596494,0.327304959,-0.646915972,-12.0913372,6.786131382
