Description,ANGLE OF ATTACK - ALPHA (AOA),ANGLE OF SIDESLIP - BETHA (SDSLIP),1P STICK ROLL POSITION (POSAILECMD),LH AILERON DEFLECTION (POSAILLH),RH AILERON DEFLECTION (POSAILRH),ELEVATOR DEFLECTION (POSELEV),1P STICK PITCH POSITION (POSELEVCMD),RUDDER DEFLECTION (POSRUDD),1P PEDAL POSITION (POSRUDDCMD),LH FLAP DEFLECTION (FLAPLH),RH FLAP DEFLECTION (FLAPRH),ELEVATOR LONGITUDINAL FORCE STRAIN GAGE,AILERON LATERAL FORCE STRAIN GAGE,PITCH TRIM,ROLL TRIM,RUDDER TRIM
EU,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,kg,kg,deg,deg,deg
198:10:30:38.100,9.407866478,-0.699404776,0,-1.800352693,0.47563082,-2.155844212,1.751999974,-5.443999767,2.078125,14.39452553,14.68596554,1.133508801,0.027659575,-0.177901894,-12.79607391,7.75123167
198:10:30:38.200,9.326635361,-0.856717706,-0.013533834,-1.822927713,0.504666448,-2.165945053,1.870000005,-5.467999935,2.08203125,14.39452553,14.68596554,1.135789514,0.135992914,-0.177027687,-12.79803658,7.754229069
198:10:30:38.300,9.43993187,-0.863095224,-0.013533834,-1.825749516,0.499135852,-2.108225107,1.748000026,-5.487999916,2.088541746,14.39452553,14.68596554,1.122105241,0.126773044,-0.176153466,-12.79803658,7.757226467
198:10:30:38.400,9.431381226,-1.045918345,-0.013533834,-1.835626125,0.508814394,-2.137085199,1.824000001,-5.493999958,2.091145754,14.39452553,14.68596554,1.174561381,0.036879431,-0.17571637,-12.79803658,7.754229069
198:10:30:38.500,9.444207191,-1.09481287,-0.063157894,-1.890652537,0.565502942,-2.122655153,1.855999947,-5.541999817,2.114583254,14.39452553,14.68596554,1.119824529,-0.040837698,-0.177027687,-12.79803658,7.75273037
198:10:30:38.600,9.422830582,-1.181972742,-0.117293231,-1.947089911,0.598686457,-2.129870176,1.825999975,-5.585999966,2.13671875,14.39452553,14.68596554,1.083333373,-0.079406634,-0.17527926,-12.80111122,7.737744331
198:10:30:38.700,9.474134445,-1.309523821,-0.189473689,-2.006349325,0.667818844,-2.170274258,1.792000055,-5.679999828,2.180989504,14.39452553,14.68596554,1.124385953,-0.079406634,-0.17527926,-12.80000019,7.74673605
198:10:30:38.800,9.510474205,-1.409438729,-0.270676702,-2.098059893,0.743864477,-2.181818247,1.899999976,-5.748000145,2.21484375,14.39452553,14.68596554,1.085614085,-0.172425836,-0.17527926,-12.80000019,7.737744331
198:10:30:38.900,9.497648239,-1.553996563,-0.347368419,-2.170017719,0.846180439,-2.118326187,1.743999958,-5.920000076,2.283854246,14.39452553,14.68596554,1.053684235,-0.065794066,-0.176590577,-12.79607391,7.754229069
198:10:30:39.000,9.55109024,-1.664540768,-0.347368419,-2.226454973,0.877981305,-2.111111164,1.728000045,-6.084000111,2.34375,14.39452553,14.68596554,1.012631536,-0.038568936,-0.176590577,-12.79214764,7.749733448
198:10:30:39.100,9.574604988,-1.768707514,-0.392481208,-2.297001839,0.92360872,-2.054834127,1.69599998,-6.118000031,2.35546875,14.39452553,14.68596554,0.99666667,-0.10209424,-0.17527926,-12.80000019,7.730251312
198:10:30:39.200,9.506198883,-1.872874141,-0.44661653,-2.295590878,0.958174884,-2.077922106,1.824000001,-6.168000221,2.375,14.39452553,14.68596554,1.083333373,-0.099825479,-0.177901894,-12.79607391,7.749733448
198:10:30:39.300,9.559640884,-1.977040768,-0.469172925,-2.330864191,1.007950187,-2.076478958,1.735999942,-6.197999954,2.38671875,14.39452553,14.68596554,1.18368423,0.092198581,-0.177027687,-12.79607391,7.75273037
198:10:30:39.400,9.555365562,-2.119472742,-0.455639094,-2.292768955,1.005184889,-2.183261156,1.898000002,-6.211999893,2.385416746,14.39452553,14.68596554,1.272631526,0.216666669,-0.177464783,-12.79607391,7.75273037
198:10:30:39.500,9.561778069,-2.332057714,-0.451127827,-2.2984128,1.012098193,-2.196248293,1.909999967,-6.223999977,2.389322996,14.39452553,14.68596554,1.272631526,0.089893617,-0.177464783,-12.80000019,7.75123167
198:10:30:39.600,9.559640884,-2.383078337,-0.527819574,-2.394356251,1.057725549,-2.138528109,1.764000058,-6.234000206,2.3984375,14.39313698,14.68596554,1.04912281,-0.226876095,-0.178339005,-12.79411125,7.75273037
198:10:30:39.700,9.457033157,-2.589285612,-0.550375938,-2.431040525,1.111648798,-2.112554073,1.731999993,-6.228000164,2.399739504,14.39313698,14.68596554,1.144912243,-0.106631763,-0.177901894,-12.79803658,7.72875309
198:10:30:39.800,9.525438309,-2.755102158,-0.613533854,-2.522751331,1.204286218,-2.160173178,1.909999967,-6.228000164,2.399739504,14.39313698,14.68596554,1.128947377,-0.029493893,-0.177464783,-12.79607391,7.748234749
198:10:30:39.900,9.516887665,-2.744472742,-0.559398472,-2.486067057,1.173867941,-2.135642052,1.769999981,-6.230000019,2.3984375,14.39313698,14.68596554,1.208771944,0.053014185,-0.178339005,-12.79607391,7.75123167
198:10:30:40.000,9.521162987,-3.031462669,-0.59097743,-2.539682627,1.207051516,-2.137085199,1.820000052,-6.256000042,2.416666746,14.39452553,14.68596554,1.131228089,-0.034031413,-0.177027687,-12.80000019,7.755727768
198:10:30:40.100,9.563916206,-3.103741407,-0.613533854,-2.560846567,1.222260594,-2.095238209,1.805999994,-6.311999798,2.446614504,14.39452553,14.68596554,1.167719245,-0.077137873,-0.177027687,-12.79803658,7.754229069
198:10:30:40.200,9.457033157,-3.231292486,-0.685714304,-2.587654352,1.258209467,-2.147186041,1.889999986,-6.366000175,2.47265625,14.39452553,14.68596554,1.281754375,-0.013612566,-0.177464783,-12.80000019,7.725755692
198:10:30:40.300,9.506198883,-3.084608793,-0.685714304,-2.604585648,1.259592175,-2.18903327,1.830000043,-6.427999973,2.5,14.39452553,14.68596554,1.199649096,0.039184399,-0.176153466,-12.80111122,7.754229069
198:10:30:40.400,9.4121418,-3.237670183,-0.681203008,-2.593297958,1.283097148,-2.111111164,1.776000023,-6.541999817,2.553385496,14.39452553,14.68596554,1.22473681,0.124468088,-0.176590577,-12.80111122,7.75273037
198:10:30:40.500,9.491235733,-3.335459232,-0.676691711,-2.567901134,1.25406158,-2.220779181,1.978000045,-6.723999977,2.643229246,14.39452553,14.68596554,1.675217867,0.281205684,-0.177464783,-12.80000019,7.754229069
198:10:30:40.600,9.538264275,-3.518282413,-0.712781966,-2.580599546,1.270653248,-2.369408369,2.084000111,-6.849999905,2.678385496,14.39313698,14.68596554,1.544385314,0.308865249,-0.176153466,-12.80000019,7.757226467
198:10:30:40.700,9.529713631,-3.488520384,-0.627067685,-2.494532585,1.202903509,-2.326118231,1.95599997,-6.872000217,2.68359375,14.39452553,14.68596554,1.549322367,0.537056744,-0.176590577,-12.80000019,7.755727768
198:10:30:40.800,9.504061699,-3.707483053,-0.351879686,-2.311111212,1.032837868,-2.329004288,1.963999987,-6.897999763,2.694010496,14.39313698,14.68596554,1.499951601,0.774468064,-0.177464783,-12.80000019,7.730251312
198:10:30:40.900,9.497648239,-3.786139488,-0.21654135,-2.113580227,0.854476333,-2.287157297,1.90199995,-6.953999996,2.7265625,14.39313698,14.68596554,1.482671857,0.772163093,-0.177901894,-12.79411125,7.75273037
198:10:30:41.000,9.480546951,-4.005102158,-0.076691732,-2.011992931,0.723124802,-2.262626171,1.870000005,-7.197999954,2.84765625,14.39313698,14.68596554,1.413552761,0.776773036,-0.17571637,-12.80000019,7.755727768
198:10:30:41.100,9.474134445,-4.005102158,-0.031578947,-1.96825397,0.678880036,-2.285714388,1.985999942,-7.429999828,2.930989504,14.39313698,14.68596554,1.378993273,0.765248239,-0.177027687,-12.80111122,7.748234749
198:10:30:41.200,9.478409767,-4.230442047,-0.018045112,-1.966843009,0.63325268,-2.285714388,1.993999958,-7.558000088,2.986979246,14.39313698,14.68315792,1.502420187,0.477127671,-0.176590577,-12.80111122,7.755727768
198:10:30:41.300,9.422830582,-4.340986252,-0.162406012,-1.990828872,0.651227117,-2.318903208,1.998000026,-7.636000156,3,14.39313698,14.68596554,1.549322367,0.110638298,-0.176153466,-12.80111122,7.755727768
198:10:30:41.400,9.253954887,-4.402636051,-0.342857152,-2.141798973,0.79225719,-2.3044734,1.99000001,-7.71999979,3,14.39313698,14.68596554,1.465392113,-0.079406634,-0.177901894,-12.79803658,7.75273037
198:10:30:41.500,9.474134445,-4.268707275,-0.496240616,-2.271605015,0.947113752,-2.288600206,2.049999952,-7.854000092,3.053197145,14.39313698,14.68596554,1.598693132,-0.133856893,-0.178339005,-12.80000019,7.72875309
198:10:30:41.600,9.444207191,-4.596088409,-0.744360924,-2.433862448,1.095057011,-2.330447435,2.058000088,-7.964000225,3.104782343,14.39313698,14.68596554,1.598693132,-0.04991274,-0.176590577,-12.80222225,7.755727768
198:10:30:41.700,9.516887665,-4.589710712,-0.775939822,-2.45784831,1.136536479,-2.344877243,2.053999901,-8.015999794,3.127350807,14.39313698,14.68596554,1.645595312,-0.063525304,-0.176590577,-12.80000019,7.754229069
198:10:30:41.800,9.414279938,-4.959609032,-0.780451119,-2.488888979,1.162806749,-2.340548277,1.957999945,-8.076000214,3.157979488,14.39174938,14.68736839,1.640658259,0.154432625,-0.177464783,-12.80000019,7.72875309
198:10:30:41.900,9.512612343,-4.866071224,-0.775939822,-2.493121624,1.162806749,-2.288600206,2.082000017,-8.133999825,3.209564686,14.39174938,14.68736839,1.633252621,0.329609931,-0.176590577,-12.80111122,7.754229069
198:10:30:42.000,9.395040512,-5.017345905,-0.694736838,-2.43668437,1.143449664,-2.298701286,1.99000001,-8.326000214,3.30628705,14.39036179,14.68736839,1.662875175,0.407978714,-0.176153466,-12.80000019,7.72875309
198:10:30:42.100,9.377939224,-5.073720932,-0.694736838,-2.425396919,1.146214962,-2.324675322,2.092000008,-8.336000443,3.31918335,14.39313698,14.68736839,1.729525685,0.357269496,-0.176590577,-12.80000019,7.758724689
198:10:30:42.200,9.43351841,-5.158282757,-0.694736838,-2.422574997,1.136536479,-2.308802366,2.072000027,-8.38599968,3.338527679,14.39313698,14.68596554,1.712245941,0.306560278,-0.176153466,-12.80000019,7.727254391
198:10:30:42.300,9.360837936,-5.383781433,-0.694736838,-2.433862448,1.129623175,-2.313131332,1.975999951,-8.416000366,3.36270833,14.39313698,14.68736839,1.736931324,0.285815597,-0.1787761,-12.79607391,7.748234749
198:10:30:42.400,9.41855526,-5.585429192,-0.699248135,-2.440917015,1.147597671,-2.317460299,2.028000116,-8.515999794,3.411069393,14.39174938,14.68736839,1.773959398,0.285815597,-0.177901894,-12.79607391,7.75273037
198:10:30:42.500,9.219752312,-5.808759689,-0.712781966,-2.419753075,1.124092579,-2.353535414,2.006000042,-8.581999779,3.451370239,14.39174938,14.68736839,1.734462738,0.327304959,-0.179213211,-12.79803658,7.75123167
198:10:30:42.600,9.196237564,-5.897658348,-0.712781966,-2.411287546,1.142067075,-2.344877243,2.016000032,-8.600000381,3.459430456,14.39174938,14.68736839,1.739399791,0.329609931,-0.1787761,-12.79803658,7.749733448
198:10:30:42.700,9.164173126,-5.993061543,-0.712781966,-2.426807642,1.110266209,-2.365079403,2.082000017,-8.697999954,3.502955437,14.39174938,14.68736839,1.697434664,0.389539003,-0.179650322,-12.79607391,7.75123167
198:10:30:42.800,9.16631031,-6.28360796,-0.712781966,-2.435273409,1.133771181,-2.356421471,2.082000017,-8.815999985,3.567436934,14.39174938,14.68736839,1.778896451,0.428723395,-0.178339005,-12.80000019,7.724256992
198:10:30:42.900,8.99102211,-6.392020702,-0.712781966,-2.429629564,1.1088835,-2.354978323,2.007999897,-8.892000198,3.601289511,14.39036179,14.68736839,1.717182994,0.45638299,-0.178339005,-12.80000019,7.75123167
198:10:30:43.000,8.94826889,-6.389852524,-0.627067685,-2.381657839,1.101970315,-2.324675322,1.988000035,-8.958000183,3.63191843,14.39036179,14.68596554,1.771490812,0.633865237,-0.177901894,-12.80000019,7.75273037
198:10:30:43.100,8.84566021,-6.383347988,-0.563909769,-2.337918758,1.057725549,-2.321789265,1.981999993,-8.977999687,3.633530378,14.38897419,14.68596554,1.749274015,0.714538991,-0.178339005,-12.80000019,7.754229069
198:10:30:43.200,8.764429092,-6.537293911,-0.550375938,-2.289947033,1.007950187,-2.333333254,2.121999979,-8.987999916,3.638366461,14.39036179,14.68596554,1.848015547,0.58546102,-0.177464783,-12.79803658,7.760223389
198:10:30:43.300,8.728089333,-6.602341652,-0.559398472,-2.287125111,1.017628789,-2.369408369,2.138000011,-9.010000229,3.646426678,14.38897419,14.68596554,2.008470535,0.576241136,-0.177901894,-12.79803658,7.742240429
198:10:30:43.400,8.670372009,-6.691240311,-0.645112753,-2.287125111,1.005184889,-2.497835398,2.243999958,-9.038000107,3.667383194,14.38758659,14.68596554,2.144240141,0.410283685,-0.179213211,-12.79411125,7.72875309
198:10:30:43.500,8.490808487,-6.788811684,-0.681203008,-2.287125111,1.038368464,-2.636363745,2.35800004,-9.119999886,3.718968391,14.38619804,14.68596554,2.17139411,0.580851078,-0.178339005,-12.79803658,7.75273037
198:10:30:43.600,8.608379364,-6.82567215,-0.676691711,-2.264550209,1.003802299,-2.56854248,2.197999954,-9.213999748,3.760881186,14.38758659,14.68596554,2.047967196,0.590070903,-0.177901894,-12.80000019,7.754229069
198:10:30:43.700,8.59982872,-6.786643505,-0.636090219,-2.256084681,0.985827863,-2.558441639,2.220000029,-9.241999626,3.775389671,14.38897419,14.68596554,2.001064777,0.645390093,-0.177464783,-12.80111122,7.75273037
198:10:30:43.800,8.608379364,-6.806158066,-0.618045092,-2.225044012,0.967853427,-2.604617596,2.233999968,-9.302000046,3.807630301,14.38897419,14.68456173,1.976379514,0.645390093,-0.177464783,-12.80000019,7.754229069
198:10:30:43.900,8.691748619,-6.8820467,-0.600000024,-2.203880072,0.927756667,-2.60028863,2.230000019,-9.366000175,3.822138548,14.38897419,14.68736839,2.040561438,0.576241136,-0.178339005,-12.80000019,7.754229069
198:10:30:44.000,8.623343468,-6.960103989,-0.600000024,-2.216578484,0.91116488,-2.564213514,2.181999922,-9.343999863,3.82697463,14.38897419,14.68596554,2.018344641,0.504787207,-0.179650322,-12.79411125,7.75123167
198:10:30:44.100,8.601966858,-6.942758083,-0.600000024,-2.208112955,0.900103688,-2.574314594,2.266000032,-9.343999863,3.830198765,14.38897419,14.68596554,2.030687332,0.454078019,-0.178339005,-12.79803658,7.733248711
198:10:30:44.200,8.548524857,-6.979618549,-0.604511261,-2.209523916,0.944348454,-2.567099571,2.227999926,-9.392000198,3.854379416,14.39036179,14.68596554,2.010939121,0.426418453,-0.177901894,-12.80000019,7.755727768
198:10:30:44.300,8.561350822,-6.975281715,-0.613533854,-2.226454973,0.916695476,-2.533910513,2.154000044,-9.5,3.902740479,14.38897419,14.68596554,1.961568236,0.276595742,-0.179213211,-12.79607391,7.749733448
198:10:30:44.400,8.629755974,-6.981786728,-0.676691711,-2.256084681,0.956792235,-2.497835398,2.288000107,-9.569999695,3.95271349,14.38758659,14.68596554,1.946756959,0.110638298,-0.176153466,-12.80222225,7.74074173
198:10:30:44.500,8.657546043,-7.035993099,-0.789473712,-2.322398663,1.035603166,-2.51659441,2.237999916,-9.805999756,4.057496071,14.38897419,14.68596554,2.04549861,0.331914902,-0.1787761,-12.79803658,7.731750011
198:10:30:44.600,8.661821365,-7.040329456,-0.784962416,-2.356261015,1.03007257,-2.595959663,2.279999971,-9.86400032,4.088124752,14.38897419,14.68596554,2.006001949,0.295035452,-0.177901894,-12.79803658,7.754229069
198:10:30:44.700,8.672509193,-7.068516731,-0.780451119,-2.330864191,1.053577542,-2.549783468,2.276000023,-9.890000343,4.096184731,14.38897419,14.68736839,2.040561438,0.417198569,-0.176590577,-12.80000019,7.755727768
198:10:30:44.800,8.672509193,-7.081526279,-0.766917288,-2.326631308,1.050812364,-2.58008647,2.243999958,-9.911999702,4.104245186,14.39036179,14.68736839,2.122023344,0.387234032,-0.177901894,-12.79803658,7.75273037
198:10:30:44.900,8.691748619,-7.276669502,-0.766917288,-2.326631308,1.045281768,-2.619047642,2.232000113,-9.923999786,4.109081268,14.38897419,14.68736839,2.057841301,0.308865249,-0.179213211,-12.79607391,7.724256992
198:10:30:45.000,8.730226517,-7.218126774,-0.766917288,-2.31957674,1.041133761,-2.639249563,2.339999914,-9.958000183,4.130037785,14.38897419,14.68736839,2.094869375,0.449468076,-0.177027687,-12.80000019,7.754229069
198:10:30:45.100,8.62120533,-7.31136179,-0.757894754,-2.31957674,1.048047066,-2.614718676,2.329999924,-9.99600029,4.150994301,14.38897419,14.68736839,2.129428864,0.514007092,-0.177027687,-12.80000019,7.755727768
198:10:30:45.200,8.719538689,-7.328707695,-0.730827093,-2.2984128,1.024541974,-2.64213562,2.313999891,-10.05729008,4.188070774,14.39036179,14.68736839,2.094869375,0.569326222,-0.177901894,-12.80111122,7.754229069
198:10:30:45.300,8.623343468,-7.402428627,-0.708270669,-2.287125111,1.021776676,-2.630591631,2.395999908,-10.18569756,4.249328136,14.39036179,14.68736839,2.154114246,0.592375875,-0.178339005,-12.79803658,7.748234749
198:10:30:45.400,8.619068146,-7.452298164,-0.703759372,-2.261728287,0.983062565,-2.683982611,2.378000021,-10.28052139,4.2847929,14.38897419,14.68736839,2.191142321,0.560106397,-0.177027687,-12.80111122,7.754229069
198:10:30:45.500,8.537837029,-7.543365002,-0.699248135,-2.268783092,1.017628789,-2.712842703,2.407999992,-10.33781147,4.307361603,14.38758659,14.68596554,2.163988352,0.463297874,-0.179213211,-12.79607391,7.749733448
198:10:30:45.600,8.499359131,-7.649609566,-0.703759372,-2.292768955,1.017628789,-2.730158806,2.332000017,-10.39510059,4.334766388,14.38897419,14.68596554,2.089932203,0.407978714,-0.177464783,-12.80000019,7.748234749
198:10:30:45.700,8.475844383,-7.682133675,-0.712781966,-2.31957674,1.021776676,-2.630591631,2.227999926,-10.45041466,4.368618965,14.38897419,14.68596554,1.788770556,0.149822697,-0.1787761,-12.80000019,7.75273037
198:10:30:45.800,8.473706245,-7.75585413,-0.942857146,-2.549559116,1.215347409,-2.581529617,2.25,-10.51363087,4.383127213,14.38897419,14.68736839,1.917134523,-0.022687608,-0.177027687,-12.80222225,7.75123167
198:10:30:45.900,8.465155602,-7.773200512,-1.163909793,-2.745678902,1.453162789,-2.621933699,2.349999905,-10.50375366,4.386351585,14.38758659,14.68736839,1.941819906,-0.161082029,-0.177027687,-12.80000019,7.75273037
198:10:30:46.000,8.351860046,-7.933651447,-1.25413537,-2.855731964,1.537504315,-2.533910513,2.181999922,-10.47214508,4.392799377,14.39036179,14.68736839,1.848015547,0.013829787,-0.177027687,-12.80000019,7.74673605
198:10:30:46.100,8.264215469,-8.102775574,-1.263157845,-2.907936573,1.620463133,-2.487734556,2.278000116,-10.47609615,4.392799377,14.38619804,14.68596554,1.840609908,0.057624113,-0.178339005,-12.80000019,7.730251312
198:10:30:46.200,8.309106827,-8.24154377,-1.317293286,-2.962962866,1.645350814,-2.555555582,2.312000036,-10.46424294,4.392799377,14.38619804,14.68596554,2.023281813,-0.136125654,-0.177901894,-12.80000019,7.754229069
198:10:30:46.300,8.2364254,-8.378144264,-1.587969899,-3.073015928,1.816799164,-2.673881769,2.424000025,-10.47017002,4.391187668,14.38481045,14.68596554,2.275072575,-0.263176262,-0.177464783,-12.80222225,7.749733448
198:10:30:46.400,8.234288216,-8.326106071,-1.840601444,-3.226807833,1.975803614,-2.796536684,2.53399992,-10.48004723,4.387963295,14.38758659,14.68596554,2.45774436,-0.245026171,-0.177027687,-12.80111122,7.74074173
198:10:30:46.500,8.185121536,-8.542931557,-2.03458643,-3.382010698,2.140338659,-2.911976814,2.592000008,-10.50967979,4.387963295,14.38481045,14.68596554,2.487366915,-0.254101217,-0.177464783,-12.80222225,7.754229069
198:10:30:46.600,8.03976059,-8.605811119,-2.025563955,-3.39470911,2.187348843,-2.917748928,2.605999947,-10.50572872,4.387963295,14.38619804,14.68596554,2.437996149,-0.204188481,-0.179650322,-12.79803658,7.748234749
198:10:30:46.700,8.026934624,-8.67519474,-1.930827022,-3.346737146,2.159695864,-2.836940765,2.471999884,-10.48004723,4.39602375,14.38481045,14.68596554,2.714472294,0.373404264,-0.177901894,-12.80111122,7.74673605
198:10:30:46.800,8.086789131,-8.61882019,-1.90375936,-3.3185184,2.116833687,-3.059163094,2.700000048,-10.47412109,4.394411564,14.38619804,14.68596554,2.783591509,0.112943262,-0.177901894,-12.80000019,7.749733448
198:10:30:46.900,8.003419876,-8.68603611,-1.90375936,-3.281834126,2.08503294,-3.106782198,2.78399992,-10.47807217,4.391187668,14.38619804,14.68596554,3.074878931,0.283510625,-0.178339005,-12.80000019,7.73474741
198:10:30:47.000,8.026934624,-8.605811119,-1.926315784,-3.253615618,2.05876255,-3.29437232,2.907999992,-10.47214508,4.387963295,14.38481045,14.68596554,3.010696888,0.348049641,-0.176590577,-12.79803658,7.755727768
198:10:30:47.100,8.035485268,-8.64050293,-1.736842155,-3.184479713,1.978568912,-3.243867159,2.767999887,-10.46424294,4.387963295,14.38481045,14.68175507,2.731752157,0.631560266,-0.178339005,-12.80111122,7.75273037
